,tract,year,16+_Pop,16+_Labor,16+_Employed
408,4005001101,2018,3838.0,2782.0,2638.0
409,4005001101,2019,3809.0,2822.0,2652.0
410,4005001101,2020,3794.0,2792.0,2603.0
411,4005001101,2021,4627.666666666667,3378.3333333333335,3199.6666666666665
412,4005001101,2022,5461.333333333333,3964.666666666667,3796.333333333333
413,4005001102,2016,6295.0,4551.0,4393.0
414,4005001102,2017,6463.0,4783.0,4647.0
415,4005001102,2018,7127.0,5389.0,5245.0
416,4005001102,2019,6860.0,5093.0,4915.0
417,4005001102,2020,5725.25,4261.5,4117.0
418,4005001102,2021,4590.5,3430.0,3319.0
419,4005001102,2022,3455.75,2598.5,2521.0
420,4005001200,2016,2321.0,1767.0,1723.0
421,4005001200,2017,2232.0,1740.0,1694.0
422,4005001200,2018,2282.0,1817.0,1770.0
423,4005001200,2019,2320.0,1803.0,1730.0
424,4005001200,2020,2769.5,2071.25,1996.0
425,4005001200,2021,3219.0,2339.5,2262.0
426,4005001200,2022,3668.5,2607.75,2528.0
427,4005001301,2016,4118.0,2876.0,2794.0
428,4005001301,2017,4084.0,2701.0,2626.0
429,4005001301,2018,4038.0,2634.0,2565.0
430,4005001301,2019,4063.0,2576.0,2513.0
431,4005001301,2020,4186.0,2571.0,2454.0
432,4005001301,2021,4195.666666666667,2688.6666666666665,2558.6666666666665
433,4005001301,2022,4205.333333333333,2806.3333333333335,2663.3333333333335
434,4005001302,2016,4215.0,2924.0,2768.0
435,4005001302,2017,4033.0,2747.0,2597.0
436,4005001302,2018,4254.0,2730.0,2641.0
437,4005001302,2019,4360.0,3089.0,2973.0
438,4005001302,2020,4355.0,2777.0,2734.0
439,4005001302,2021,3780.3333333333335,2275.0,2214.0
440,4005001302,2022,3205.666666666667,1773.0,1694.0
441,4005001500,2016,2631.0,1271.0,1174.0
442,4005001500,2017,2482.0,1232.0,1157.0
443,4005001500,2018,2602.0,1273.0,1192.0
444,4005001500,2019,2721.0,1223.0,1137.0
445,4005001500,2020,2755.0,1186.0,1152.0
446,4005001500,2021,2842.6666666666665,1247.0,1164.3333333333333
447,4005001500,2022,2930.3333333333335,1308.0,1176.6666666666667
448,4005001600,2016,3018.0,1369.0,1189.0
449,4005001600,2017,3041.0,1377.0,1184.0
450,4005001600,2018,3106.0,1403.0,1272.0
451,4005001600,2019,3020.0,1362.0,1258.0
452,4005001600,2020,2959.0,1471.0,1371.0
453,4005001600,2021,2898.0,1580.0,1484.0
454,4005001600,2022,2837.0,1689.0,1597.0
455,4005001700,2016,2776.0,1798.0,1710.0
456,4005001700,2017,2723.0,1712.0,1601.0
457,4005001700,2018,2661.0,1637.0,1587.0
458,4005001700,2019,2785.0,1746.0,1667.0
459,4005001700,2020,2702.0,1696.0,1590.0
460,4005001700,2021,2362.0,1555.6666666666667,1456.6666666666667
461,4005001700,2022,2022.0,1415.3333333333333,1323.3333333333333
462,4005002000,2016,1682.0,1275.0,1190.0
463,4005002000,2017,1730.0,1283.0,1227.0
464,4005002000,2018,1682.0,1206.0,1163.0
465,4005002000,2019,1730.0,1198.0,1163.0
466,4005002000,2020,1553.0,1024.0,992.0
467,4005002000,2021,2783.0,1993.6666666666665,1820.3333333333335
468,4005002000,2022,4013.0,2963.333333333333,2648.666666666667
469,4005002100,2016,5243.0,3933.0,3477.0
470,4005002100,2017,5173.0,3709.0,3312.0
471,4005002100,2018,5551.0,3993.0,3592.0
472,4005002100,2019,5545.0,3783.0,3475.0
473,4005002100,2020,5444.75,3638.25,3321.0
474,4005002100,2021,5344.5,3493.5,3167.0
475,4005002100,2022,5244.25,3348.75,3013.0
476,4005002200,2016,5144.0,3204.0,2859.0
477,4005002200,2017,5511.0,3495.0,3163.0
478,4005002200,2018,5709.0,3644.0,3323.0
479,4005002200,2019,5813.0,3487.0,3192.0
480,4005002200,2020,5706.25,3498.5,3252.0
481,4005002200,2021,5599.5,3510.0,3312.0
482,4005002200,2022,5492.75,3521.5,3372.0
483,4005002300,2016,5386.0,3533.0,3432.0
484,4005002300,2017,5146.0,3155.0,3088.0
485,4005002300,2018,5219.0,3350.0,3271.0
486,4005002300,2019,5390.0,3524.0,3458.0
487,4005002300,2020,4788.25,3060.25,2886.25
488,4005002300,2021,4186.5,2596.5,2314.5
489,4005002300,2022,3584.75,2132.75,1742.75
490,4005942201,2016,2983.0,1669.0,1171.0
491,4005942201,2017,2946.0,1652.0,1191.0
492,4005942201,2018,2865.0,1553.0,1176.0
493,4005942201,2019,2792.0,1523.0,1174.0
494,4005942201,2020,2719.0,1463.0,1155.0
495,4005942201,2021,2648.3333333333335,1407.3333333333333,1078.0
496,4005942201,2022,2577.6666666666665,1351.6666666666667,1001.0
497,4005942202,2016,2507.0,1296.0,924.0
498,4005942202,2017,2601.0,1339.0,997.0
499,4005942202,2018,2405.0,1155.0,882.0
500,4005942202,2019,2464.0,1206.0,908.0
501,4005942202,2020,2518.0,1231.0,907.0
502,4005942202,2021,2837.3333333333335,1386.0,1113.6666666666667
503,4005942202,2022,3156.6666666666665,1541.0,1320.3333333333333
504,4005944900,2016,3476.0,1696.0,1527.0
505,4005944900,2017,3420.0,1618.0,1431.0
506,4005944900,2018,3539.0,1655.0,1466.0
507,4005944900,2019,3656.0,1748.0,1552.0
508,4005944900,2020,3928.0,1889.0,1718.0
509,4005944900,2021,3714.6666666666665,1771.3333333333333,1595.3333333333333
510,4005944900,2022,3501.3333333333335,1653.6666666666667,1472.6666666666667
511,4005945000,2016,3288.0,1536.0,1350.0
512,4005945000,2017,3190.0,1459.0,1297.0
513,4005945000,2018,3311.0,1605.0,1411.0
514,4005945000,2019,3103.0,1517.0,1357.0
515,4005945000,2020,3213.0,1595.0,1206.0
516,4005945000,2021,3065.3333333333335,1524.6666666666667,1168.6666666666667
517,4005945000,2022,2917.6666666666665,1454.3333333333333,1131.3333333333333
518,4005945100,2016,2770.0,1384.0,1094.0
519,4005945100,2017,2946.0,1466.0,1196.0
520,4005945100,2018,2927.0,1438.0,1206.0
521,4005945100,2019,3092.0,1500.0,1259.0
522,4005945100,2020,3005.0,1506.0,1268.0
523,4005945100,2021,3115.3333333333335,1630.0,1448.3333333333333
524,4005945100,2022,3225.6666666666665,1754.0,1628.6666666666667
525,4005945200,2016,3336.0,1878.0,1809.0
